state,district,market,commodity,variety,min_price,max_price,modal_price
Tamil Nadu,Villupuram,Sangarapuram,"Sesamum(Sesame,Gingelly,Til)",Other,8640,10516,9391
Tamil Nadu,Villupuram,Tindivanam,Groundnut,Other,6236,7387,6724
Tamil Nadu,Villupuram,Tindivanam,Hybrid Cumbu,Other,2222,2222,2222
Tamil Nadu,Villupuram,Tindivanam,Karamani,Other,5987,6363,6263
Tamil Nadu,Villupuram,Tindivanam,Ragi (Finger Millet),Other,2400,2654,2400
Tamil Nadu,Villupuram,Tindivanam,"Sesamum(Sesame,Gingelly,Til)",Other,11199,11324,11261
Tamil Nadu,Villupuram,Tiruvennainallur,Paddy(Dhan)(Common),ADT 37,1318,1425,1376
Tamil Nadu,Villupuram,Tiruvennainallur,Paddy(Dhan)(Common),Other,1358,1420,1395
Tamil Nadu,Villupuram,Vikkiravandi,Black Gram (Urd Beans)(Whole),Other,4699,4869,4779
Tamil Nadu,Villupuram,Vikkiravandi,Cotton,Other,4696,4912,4896
Tamil Nadu,Villupuram,Vikkiravandi,Green Gram (Moong)(Whole),Other,5179,5339,5209
Tamil Nadu,Villupuram,Vikkiravandi,Groundnut,Other,4723,5923,5555
Tamil Nadu,Villupuram,Vikkiravandi,Hybrid Cumbu,Other,1800,1853,1825
Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),ADT 37,1248,1629,1420
Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),ADT 39,1270,1587,1515
Tamil Nadu,Villupuram,Vikkiravandi,Paddy(Dhan)(Common),B P T,1700,1737,1715
Tamil Nadu,Villupuram,Vikkiravandi,Ragi (Finger Millet),Other,2529,2592,2579
Tamil Nadu,Villupuram,Vikkiravandi,"Sesamum(Sesame,Gingelly,Til)",Other,9774,10749,10049
Tamil Nadu,Villupuram,Vikkiravandi,Thinai (Italian Millet),Other,1200,1214,1205
Tamil Nadu,Villupuram,Villupuram,Black Gram (Urd Beans)(Whole),Other,2559,2639,2619
Tamil Nadu,Villupuram,Villupuram,Green Gram (Moong)(Whole),Other,5071,5239,5109
Tamil Nadu,Villupuram,Villupuram,Groundnut,Bold Kernel,6549,6915,6584
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),ADT 37,1393,1456,1424
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),ADT 39,1392,1471,1431
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),B P T,1579,1715,1643
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),Other,1400,1440,1420
Tamil Nadu,Villupuram,Villupuram,Paddy(Dhan)(Common),White Ponni,1608,1701,1655
Tamil Nadu,Villupuram,Villupuram,"Sesamum(Sesame,Gingelly,Til)",Black,10636,11458,11124
Tamil Nadu,Villupuram,Villupuram,T.V. Cumbu,Other,1969,1969,1969
Tamil Nadu,Virudhunagar,Rajapalayam,Paddy(Dhan)(Common),Super Ponni,1650,1750,1700
Tamil Nadu,Virudhunagar,Sathur,Paddy(Dhan)(Common),Other,1750,1800,1775
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,1st Sort,6000,8500,7000
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,2nd Sort,2500,5000,4000
Telangana,Karimnagar,Koratla,Cotton,Desi,5150,6000,6000
Telangana,Karimnagar,Koratla,Mustard,Mustard,4200,4255,4255
Telangana,Karimnagar,Vemulawada,Cotton,Cotton (Unginned),5000,5350,5200
Telangana,Khammam,Madhira,Wood, Subabul,440,440,440
Telangana,Nalgonda,Nalgonda,Paddy(Dhan)(Common),B P T,1750,1750,1750
Telangana,Nalgonda,Ramannapet,Paddy(Dhan)(Common),1001,1770,1770,1770
Telangana,Nalgonda,Voligonda,Paddy(Dhan)(Common),1001,1770,1770,1770
Telangana,Nizamabad,Pitlam,Paddy(Dhan)(Common),MTU-1010,1750,1750,1750
Telangana,Ranga Reddy,Chevella,Brinjal,Other,300,300,300
Telangana,Ranga Reddy,Chevella,Cabbage,Cabbage,500,500,500
Telangana,Ranga Reddy,Chevella,Cauliflower,African Sarson,650,650,650
Telangana,Ranga Reddy,Chevella,Green Chilli,Green Chilly,1200,1200,1200
Telangana,Ranga Reddy,Chevella,Tomato,Deshi,300,300,300
Tripura,North Tripura,Dasda,Masur Dal,Kala Masoor New,8000,9000,8500
Tripura,North Tripura,Dasda,Rice,Masuri,2500,2700,2600
Tripura,Sepahijala,Bishalgarh,Bitter gourd,Other,6500,7500,7000
Tripura,Sepahijala,Bishalgarh,Brinjal,Round/Long,1500,2500,2000
Tripura,Sepahijala,Bishalgarh,Cabbage,Other,800,1000,900
Tripura,Sepahijala,Bishalgarh,Cauliflower,Other,2500,3500,3000
Tripura,Sepahijala,Bishalgarh,Cucumbar(Kheera),Cucumbar,3500,4500,4000
Tripura,Sepahijala,Bishalgarh,Green Chilli,Green Chilly,6000,7000,6500
Tripura,Sepahijala,Bishalgarh,Papaya (Raw),Papaya (Raw),1500,2000,1800
Tripura,Sepahijala,Bishramganj,Bitter gourd,Bitter Gourd,6500,7500,7000
Tripura,Sepahijala,Bishramganj,Brinjal,Round/Long,1200,2000,1500
Tripura,Sepahijala,Bishramganj,Cabbage,Cabbage,600,800,700
Tripura,Sepahijala,Bishramganj,Cauliflower,Cauliflower,2500,3500,3000
Tripura,Sepahijala,Bishramganj,Cucumbar(Kheera),Cucumbar,3000,4000,3500
Tripura,Sepahijala,Bishramganj,Ginger(Green),Green Ginger,6000,7000,6500
Tripura,Sepahijala,Bishramganj,Papaya (Raw),Papaya (Raw),1000,1500,1200
Tripura,South District,Barpathari,Onion,Other,1800,1900,1850
Tripura,South District,Barpathari,Potato,Jalander,700,800,750
Uttar Pradesh,Agra,Achnera,Bajra(Pearl Millet/Cumbu),Deshi,1700,1760,1730
Uttar Pradesh,Agra,Achnera,Banana,Banana - Ripe,1500,1600,1550
Uttar Pradesh,Agra,Achnera,Barley (Jau),Dara,1800,1860,1830
Uttar Pradesh,Agra,Achnera,Bottle gourd,Bottle Gourd,950,1050,1000
Uttar Pradesh,Agra,Achnera,Brinjal,Brinjal,800,900,850
Uttar Pradesh,Agra,Achnera,Cabbage,Cabbage,550,650,600
Uttar Pradesh,Agra,Achnera,Carrot,Carrot,440,480,460
Uttar Pradesh,Agra,Achnera,Cauliflower,Cauliflower,600,700,650
Uttar Pradesh,Agra,Achnera,Ginger(Green),Green Ginger,4500,4600,4550
Uttar Pradesh,Agra,Achnera,Green Chilli,Green Chilly,2200,2300,2250
Uttar Pradesh,Agra,Achnera,Gur(Jaggery),Red,2560,2580,2570
Uttar Pradesh,Agra,Achnera,Lemon,Lemon,2950,3050,3000
Uttar Pradesh,Agra,Achnera,Mustard,Sarson(Black),3300,3500,3400
Uttar Pradesh,Agra,Achnera,Onion,Red,750,850,800
Uttar Pradesh,Agra,Achnera,Potato,Desi,500,560,530
Uttar Pradesh,Agra,Achnera,Pumpkin,Pumpkin,500,580,540
Uttar Pradesh,Agra,Achnera,Raddish,Raddish,600,700,650
Uttar Pradesh,Agra,Achnera,Rice,III,2530,2550,2540
Uttar Pradesh,Agra,Achnera,Spinach,Spinach,600,700,650
Uttar Pradesh,Agra,Achnera,Tomato,Tomato,800,880,840
Uttar Pradesh,Agra,Achnera,Wheat,Dara,1900,1960,1930
Uttar Pradesh,Agra,Fatehabad,Apple,Delicious,5800,5950,5850
Uttar Pradesh,Agra,Fatehabad,Bajra(Pearl Millet/Cumbu),Deshi,1750,1800,1780
Uttar Pradesh,Agra,Fatehabad,Banana,Banana - Ripe,900,1000,950
Uttar Pradesh,Agra,Fatehabad,Barley (Jau),Dara,1700,1750,1720
Uttar Pradesh,Agra,Fatehabad,Bhindi(Ladies Finger),Bhindi,1800,1850,1820
Uttar Pradesh,Agra,Fatehabad,Bottle gourd,Bottle Gourd,1500,1600,1550
Uttar Pradesh,Agra,Fatehabad,Brinjal,Round,800,900,850
Uttar Pradesh,Agra,Fatehabad,Cabbage,Cabbage,400,500,450
Uttar Pradesh,Agra,Fatehabad,Cauliflower,Cauliflower,600,700,650
Uttar Pradesh,Agra,Fatehabad,Cucumbar(Kheera),Cucumbar,1550,1600,1550
Uttar Pradesh,Agra,Fatehabad,Ginger(Green),Green Ginger,1800,1850,1820
Uttar Pradesh,Agra,Fatehabad,Green Chilli,Green Chilly,1500,1600,1550
Uttar Pradesh,Agra,Fatehabad,Guava,Guava,1500,1550,1520
Uttar Pradesh,Agra,Fatehabad,Gur(Jaggery),Pathari,2800,2850,2820
Uttar Pradesh,Agra,Fatehabad,Lemon,Lemon,2500,2600,2550
Uttar Pradesh,Agra,Fatehabad,Mousambi(Sweet Lime),Mousambi,2200,2300,2250
Uttar Pradesh,Agra,Fatehabad,Mustard,Sarson(Black),3250,3450,3300
Uttar Pradesh,Agra,Fatehabad,Onion,Red,850,1000,900
Uttar Pradesh,Agra,Fatehabad,Papaya,Papaya,1000,1100,1050
Uttar Pradesh,Agra,Fatehabad,Potato,Desi,400,500,450
Uttar Pradesh,Agra,Fatehabad,Pumpkin,Pumpkin,800,950,850
Uttar Pradesh,Agra,Fatehabad,Raddish,Raddish,400,500,450
Uttar Pradesh,Agra,Fatehabad,Rice,Other,2250,2350,2300
Uttar Pradesh,Agra,Fatehabad,Tomato,Deshi,400,550,450
Uttar Pradesh,Agra,Fatehabad,Wheat,Dara,1850,1900,1880
Uttar Pradesh,Agra,Jagnair,Apple,Delicious,5500,5600,5550
Uttar Pradesh,Agra,Jagnair,Bajra(Pearl Millet/Cumbu),Deshi,1700,1760,1730
Uttar Pradesh,Agra,Jagnair,Banana,Banana - Ripe,1500,1560,1530
Uttar Pradesh,Agra,Jagnair,Barley (Jau),Dara,1750,1850,1800
Uttar Pradesh,Agra,Jagnair,Bhindi(Ladies Finger),Bhindi,3350,3450,3400
Uttar Pradesh,Agra,Jagnair,Bottle gourd,Bottle Gourd,950,1050,1000
Uttar Pradesh,Agra,Jagnair,Brinjal,Brinjal,800,900,850
Uttar Pradesh,Agra,Jagnair,Cabbage,Cabbage,500,600,550
Uttar Pradesh,Agra,Jagnair,Cauliflower,Cauliflower,600,700,650
Uttar Pradesh,Agra,Jagnair,Green Chilli,Green Chilly,2200,2300,2250
Uttar Pradesh,Agra,Jagnair,Gur(Jaggery),Red,2570,2590,2580
Uttar Pradesh,Agra,Jagnair,Lemon,Lemon,2950,3050,3000
Uttar Pradesh,Agra,Jagnair,Mustard,Sarson(Black),3350,3550,3450
Uttar Pradesh,Agra,Jagnair,Onion,Red,800,900,850
Uttar Pradesh,Agra,Jagnair,Potato,Desi,500,580,540
Uttar Pradesh,Agra,Jagnair,Pumpkin,Pumpkin,1100,1200,1150
Uttar Pradesh,Agra,Jagnair,Raddish,Raddish,550,650,600
Uttar Pradesh,Agra,Jagnair,Rice,III,2530,2550,2540
Uttar Pradesh,Agra,Jagnair,Wheat,Dara,1900,1960,1930
Uttar Pradesh,Agra,Jarar,Apple,Kasmir/Shimla - II,5150,5250,5200
Uttar Pradesh,Agra,Jarar,Bajra(Pearl Millet/Cumbu),Deshi,1730,1780,1760
Uttar Pradesh,Agra,Jarar,Banana,Other,1050,1150,1100
Uttar Pradesh,Agra,Jarar,Bottle gourd,Bottle Gourd,950,1050,1000
Uttar Pradesh,Agra,Jarar,Brinjal,Round,1000,1100,1050
Uttar Pradesh,Agra,Jarar,Cabbage,Cabbage,600,680,640
Uttar Pradesh,Agra,Jarar,Carrot,Carrot,540,620,580
Uttar Pradesh,Agra,Jarar,Cauliflower,Cauliflower,560,620,590
Uttar Pradesh,Agra,Jarar,Ginger(Green),Green Ginger,2700,2800,2750
Uttar Pradesh,Agra,Jarar,Green Chilli,Green Chilly,1040,1120,1080
Uttar Pradesh,Agra,Jarar,Lemon,Lemon,2000,2100,2050
Uttar Pradesh,Agra,Jarar,Onion,Red,800,900,850
Uttar Pradesh,Agra,Jarar,Papaya,Papaya,980,1060,1040
Uttar Pradesh,Agra,Jarar,Peas Wet,Other,740,820,780
Uttar Pradesh,Agra,Jarar,Potato,Desi,450,550,500
Uttar Pradesh,Agra,Jarar,Pumpkin,Pumpkin,500,540,520
Uttar Pradesh,Agra,Jarar,Raddish,Raddish,300,400,350
Uttar Pradesh,Agra,Jarar,Tomato,Deshi,900,1000,950
Uttar Pradesh,Agra,Jarar,Wheat,Dara,1800,1840,1830
Uttar Pradesh,Agra,Khairagarh,Apple,Delicious,5500,5600,5550
Uttar Pradesh,Agra,Khairagarh,Bajra(Pearl Millet/Cumbu),Deshi,1700,1760,1730
Uttar Pradesh,Agra,Khairagarh,Banana,Banana - Ripe,1500,1580,1540
Uttar Pradesh,Agra,Khairagarh,Barley (Jau),Deshi,1770,1870,1820
Uttar Pradesh,Agra,Khairagarh,Bhindi(Ladies Finger),Bhindi,3300,3400,3350
Uttar Pradesh,Agra,Khairagarh,Bottle gourd,Bottle Gourd,950,1050,1000
Uttar Pradesh,Agra,Khairagarh,Brinjal,Round/Long,800,900,850
Uttar Pradesh,Agra,Khairagarh,Cabbage,Cabbage,500,600,550
Uttar Pradesh,Agra,Khairagarh,Carrot,Carrot,440,480,460
Uttar Pradesh,Agra,Khairagarh,Cauliflower,Cauliflower,600,700,650
Uttar Pradesh,Agra,Khairagarh,Green Chilli,Green Chilly,2200,2300,2250
Uttar Pradesh,Agra,Khairagarh,Gur(Jaggery),Red,2570,2590,2580
Uttar Pradesh,Agra,Khairagarh,Lemon,Lemon,2950,3050,3000
Uttar Pradesh,Agra,Khairagarh,Mousambi(Sweet Lime),Mousambi,2600,2700,2650
Uttar Pradesh,Agra,Khairagarh,Mustard,Sarson(Black),3300,3500,3400
Uttar Pradesh,Agra,Khairagarh,Onion,Red,750,850,800
Uttar Pradesh,Agra,Khairagarh,Papaya,Papaya,2100,2200,2150
Uttar Pradesh,Agra,Khairagarh,Potato,Desi,500,560,530
Uttar Pradesh,Agra,Khairagarh,Pumpkin,Pumpkin,1100,1200,1150
Uttar Pradesh,Agra,Khairagarh,Raddish,Raddish,600,700,650
Uttar Pradesh,Agra,Khairagarh,Rice,III,2530,2550,2540
Uttar Pradesh,Agra,Khairagarh,Tomato,Deshi,800,900,850
Uttar Pradesh,Agra,Khairagarh,Wheat,Dara,1900,1950,1925
Uttar Pradesh,Agra,Samsabad,Bajra(Pearl Millet/Cumbu),Hybrid,1825,1875,1850
Uttar Pradesh,Agra,Samsabad,Barley (Jau),Dara,1825,1875,1850
Uttar Pradesh,Agra,Samsabad,Brinjal,Round,500,700,600
Uttar Pradesh,Agra,Samsabad,Carrot,Carrot,500,700,600
Uttar Pradesh,Agra,Samsabad,Cauliflower,Cauliflower,400,600,500
Uttar Pradesh,Agra,Samsabad,Colacasia,Colacasia,2050,2150,2100
Uttar Pradesh,Agra,Samsabad,Green Chilli,Green Chilly,1100,1300,1200
Uttar Pradesh,Agra,Samsabad,Groundnut,Local,4900,5100,5000
Uttar Pradesh,Agra,Samsabad,Gur(Jaggery),Pathari,4900,5100,5000
Uttar Pradesh,Agra,Samsabad,Mustard,Sarson(Black),3400,3600,3500
Uttar Pradesh,Agra,Samsabad,Onion,Red,800,900,800
Uttar Pradesh,Agra,Samsabad,Peas Wet,Peas Wet,700,900,800
Uttar Pradesh,Agra,Samsabad,Potato,Local,450,550,500
Uttar Pradesh,Agra,Samsabad,Raddish,Raddish,400,600,500
Uttar Pradesh,Agra,Samsabad,Tomato,Hybrid,450,600,500
Uttar Pradesh,Agra,Samsabad,Wheat,Dara,1975,2050,2000
Uttar Pradesh,Aligarh,Atrauli,Bajra(Pearl Millet/Cumbu),Hybrid,1830,1850,1840
Uttar Pradesh,Aligarh,Atrauli,Brinjal,Brinjal,430,450,440
Uttar Pradesh,Aligarh,Atrauli,Carrot,Carrot,380,400,390
Uttar Pradesh,Aligarh,Atrauli,Cauliflower,Cauliflower,480,500,490
Uttar Pradesh,Aligarh,Atrauli,Green Chilli,Green Chilly,780,800,790
Uttar Pradesh,Aligarh,Atrauli,Maize,Hybrid,1930,1950,1940
Uttar Pradesh,Aligarh,Atrauli,Potato,Desi,530,550,540
Uttar Pradesh,Aligarh,Atrauli,Pumpkin,Pumpkin,730,750,740
Uttar Pradesh,Aligarh,Atrauli,Raddish,Raddish,280,300,290
Uttar Pradesh,Aligarh,Atrauli,Tomato,Hybrid,980,1000,990
Uttar Pradesh,Allahabad,Sirsa,Gur(Jaggery),Red,2950,3050,3000
Uttar Pradesh,Allahabad,Sirsa,Onion,Red,600,700,650
Uttar Pradesh,Allahabad,Sirsa,Potato,Desi,550,650,600
Uttar Pradesh,Baghpat,Bagpat,Brinjal,Arkasheela Mattigulla,1100,1300,1200
Uttar Pradesh,Baghpat,Bagpat,Carrot,Carrot,400,600,500
Uttar Pradesh,Baghpat,Bagpat,Cauliflower,African Sarson,1100,1300,1200
Uttar Pradesh,Baghpat,Bagpat,Green Chilli,Green Chilly,2400,2600,2500
Uttar Pradesh,Baghpat,Bagpat,Onion,1st Sort,900,1100,1000
Uttar Pradesh,Baghpat,Bagpat,Potato,(Red Nanital),500,700,600
Uttar Pradesh,Baghpat,Bagpat,Raddish,Raddish,300,400,350
Uttar Pradesh,Baghpat,Bagpat,Tomato,Deshi,1100,1300,1200
Uttar Pradesh,Baghpat,Baraut,Apple,Kasmir/Shimla - II,4800,5000,4900
Uttar Pradesh,Baghpat,Baraut,Banana - Green,Banana - Green,1020,1040,1030
Uttar Pradesh,Baghpat,Baraut,Bengal Gram(Gram)(Whole),Desi (Whole),5000,5150,5100
Uttar Pradesh,Baghpat,Baraut,Brinjal,Round/Long,700,800,750
Uttar Pradesh,Baghpat,Baraut,Carrot,Carrot,600,700,650
Uttar Pradesh,Baghpat,Baraut,Cauliflower,Cauliflower,700,800,750
Uttar Pradesh,Baghpat,Baraut,Chikoos(Sapota),Sapota,2200,2400,2300
Uttar Pradesh,Baghpat,Baraut,Cucumbar(Kheera),Cucumbar,800,900,850
Uttar Pradesh,Baghpat,Baraut,Ginger(Green),Green Ginger,2600,2800,2700
Uttar Pradesh,Baghpat,Baraut,Green Chilli,Green Chilly,1500,1700,1600
Uttar Pradesh,Baghpat,Baraut,Guava,Guava,1300,1500,1400
Uttar Pradesh,Baghpat,Baraut,Gur(Jaggery),Yellow,2400,2600,2500
Uttar Pradesh,Baghpat,Baraut,Onion,Red,800,1000,900
Uttar Pradesh,Baghpat,Baraut,Papaya,Papaya,1050,1150,1100
Uttar Pradesh,Baghpat,Baraut,Pomegranate,Pomogranate,4200,4400,4300
Uttar Pradesh,Baghpat,Baraut,Potato,Chips,600,700,650
Uttar Pradesh,Baghpat,Baraut,Pumpkin,Pumpkin,400,600,500
Uttar Pradesh,Baghpat,Baraut,Raddish,Raddish,400,600,500
Uttar Pradesh,Baghpat,Baraut,Tomato,Deshi,800,900,850
Uttar Pradesh,Baghpat,Baraut,Wheat,Other,1800,1900,1850
Uttar Pradesh,Bahraich,Mihipurwa,Gur(Jaggery),Yellow,1900,2100,2000
Uttar Pradesh,Bahraich,Mihipurwa,Paddy(Dhan)(Common),Paddy Coarse,1450,1550,1500
Uttar Pradesh,Bahraich,Mihipurwa,Tomato,Deshi,400,475,450
Uttar Pradesh,Bahraich,Risia,Paddy(Dhan)(Common),Paddy,1500,1550,1510
Uttar Pradesh,Bahraich,Ruperdeeha,Apple,Apple,5250,5500,5350
Uttar Pradesh,Bahraich,Ruperdeeha,Banana,Banana - Ripe,850,1000,900
Uttar Pradesh,Bahraich,Ruperdeeha,Bhindi(Ladies Finger),Bhindi,1125,1200,1150
Uttar Pradesh,Bahraich,Ruperdeeha,Brinjal,Brinjal,450,550,500
Uttar Pradesh,Bahraich,Ruperdeeha,Fish,Rahu(Local),4250,4350,4300
Uttar Pradesh,Bahraich,Ruperdeeha,Grapes,Green,4480,4540,4500
Uttar Pradesh,Bahraich,Ruperdeeha,Green Chilli,Green Chilly,1480,1560,1500
Uttar Pradesh,Bahraich,Ruperdeeha,Gur(Jaggery),Yellow,1450,2525,2500
Uttar Pradesh,Bahraich,Ruperdeeha,Lemon,Lemon,2260,2480,2350
Uttar Pradesh,Bahraich,Ruperdeeha,Onion,Red,680,850,785
Uttar Pradesh,Bahraich,Ruperdeeha,Paddy(Dhan)(Common),Paddy,1460,1540,1500
Uttar Pradesh,Bahraich,Ruperdeeha,Potato,Potato,580,750,675
Uttar Pradesh,Bahraich,Ruperdeeha,Rice,III,2080,2240,2150
Uttar Pradesh,Bahraich,Ruperdeeha,Tomato,Deshi,675,755,700
Uttar Pradesh,Bahraich,Ruperdeeha,Wheat,Dara,1760,1825,1800
Uttar Pradesh,Ballia,Chitwadagaon,Banana,Banana - Ripe,1700,1800,1750
Uttar Pradesh,Ballia,Chitwadagaon,Gur(Jaggery),Other,4200,4400,4300
Uttar Pradesh,Ballia,Chitwadagaon,Onion,Other,1100,1200,1150
Uttar Pradesh,Ballia,Chitwadagaon,Potato,Other,1000,1100,1050
Uttar Pradesh,Ballia,Chitwadagaon,Rice,III,2000,2200,2100
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Apple,American,3500,3500,3500
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Kinnow,Kinnow,850,900,900
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Onion,Red,700,700,700
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Pomegranate,Pomogranate,3800,3800,3800
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Potato,Potato,350,400,400
Uttar Pradesh,Bulandshahar,Divai,Bajra(Pearl Millet/Cumbu),Hybrid,1580,1600,1590
Uttar Pradesh,Bulandshahar,Divai,Banana,Banana - Ripe,1180,1200,1190
Uttar Pradesh,Bulandshahar,Divai,Bhindi(Ladies Finger),Bhindi,580,600,590
Uttar Pradesh,Bulandshahar,Divai,Bottle gourd,Bottle Gourd,680,700,690
Uttar Pradesh,Bulandshahar,Divai,Brinjal,Brinjal,570,590,580
Uttar Pradesh,Bulandshahar,Divai,Carrot,Carrot,680,700,690
Uttar Pradesh,Bulandshahar,Divai,Cauliflower,Cauliflower,580,600,590
Uttar Pradesh,Bulandshahar,Divai,Maize,Hybrid,1480,1500,1490
Uttar Pradesh,Bulandshahar,Divai,Mustard,Laha(Sarsib),3580,3600,3590
Uttar Pradesh,Bulandshahar,Divai,Onion,Red,1180,1200,1190
Uttar Pradesh,Bulandshahar,Divai,Potato,F.A.Q.,580,600,590
Uttar Pradesh,Bulandshahar,Divai,Pumpkin,Pumpkin,680,700,690
Uttar Pradesh,Bulandshahar,Divai,Tomato,Deshi,680,700,690
Uttar Pradesh,Bulandshahar,Divai,Wheat,Dara,1730,1736,1735
Uttar Pradesh,Bulandshahar,Gulavati,Brinjal,Other,443,447,445
Uttar Pradesh,Bulandshahar,Gulavati,Carrot,Carrot,428,432,430
Uttar Pradesh,Bulandshahar,Gulavati,Cauliflower,Cauliflower,408,412,410
Uttar Pradesh,Bulandshahar,Gulavati,Green Chilli,Green Chilly,1003,1007,1005
Uttar Pradesh,Bulandshahar,Gulavati,Guava,Guava,908,912,910
Uttar Pradesh,Bulandshahar,Gulavati,Onion,Other,983,987,985
Uttar Pradesh,Bulandshahar,Gulavati,Potato,Other,438,442,440
Uttar Pradesh,Bulandshahar,Gulavati,Raddish,Other,218,222,220
Uttar Pradesh,Bulandshahar,Gulavati,Tomato,Other,708,712,710
Uttar Pradesh,Bulandshahar,Siyana,Carrot,Carrot,400,500,460
Uttar Pradesh,Bulandshahar,Siyana,Cauliflower,Cauliflower,500,600,550
Uttar Pradesh,Bulandshahar,Siyana,Green Chilli,Green Chilly,910,1000,960
Uttar Pradesh,Bulandshahar,Siyana,Gur(Jaggery),Yellow,2100,2300,2200
Uttar Pradesh,Bulandshahar,Siyana,Onion,Red,500,600,560
Uttar Pradesh,Bulandshahar,Siyana,Potato,Potato,360,460,410
Uttar Pradesh,Bulandshahar,Siyana,Tomato,Other,800,900,860
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Arhar (Tur/Red Gram)(Whole),777 New Ind,4450,4500,4475
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Bengal Gram(Gram)(Whole),Desi (Whole),3850,3900,3875
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Mustard,Big 100 Kg,3450,3500,3475
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Rice,1009 Kar,1750,1800,1775
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Wheat,147 Average,1900,1950,1925
Uttar Pradesh,Etah,Aliganj,Bajra(Pearl Millet/Cumbu),Deshi,1800,1850,1830
Uttar Pradesh,Etah,Aliganj,Banana - Green,Banana - Green,800,1000,900
Uttar Pradesh,Etah,Aliganj,Brinjal,Round/Long,600,800,700
Uttar Pradesh,Etah,Aliganj,Carrot,Carrot,400,600,500
Uttar Pradesh,Etah,Aliganj,Cauliflower,Cauliflower,500,700,600
Uttar Pradesh,Etah,Aliganj,Colacasia,Colacasia,1000,1200,1100
Uttar Pradesh,Etah,Aliganj,Field Pea,Field Pea,400,600,500
Uttar Pradesh,Etah,Aliganj,Garlic,Desi,700,900,800
Uttar Pradesh,Etah,Aliganj,Ginger(Green),Green Ginger,3800,4000,3900
Uttar Pradesh,Etah,Aliganj,Green Chilli,Green Chilly,1200,1400,1300
Uttar Pradesh,Etah,Aliganj,Mustard,Big 100 Kg,3000,3200,3100
Uttar Pradesh,Etah,Aliganj,Onion,Red,600,800,700
Uttar Pradesh,Etah,Aliganj,Potato,Local,400,600,500
Uttar Pradesh,Etah,Aliganj,Tobacco,Beedi,1800,2000,1900
Uttar Pradesh,Etah,Aliganj,Tomato,Deshi,600,800,700
Uttar Pradesh,Etah,Aliganj,Wheat,Dara,1800,2000,1900
Uttar Pradesh,Etawah,Jasvantnagar,Bajra(Pearl Millet/Cumbu),Hybrid,1550,1750,1650
Uttar Pradesh,Etawah,Jasvantnagar,Brinjal,Brinjal,550,650,600
Uttar Pradesh,Etawah,Jasvantnagar,Carrot,Carrot,700,800,750
Uttar Pradesh,Etawah,Jasvantnagar,Cauliflower,Cauliflower,400,500,450
Uttar Pradesh,Etawah,Jasvantnagar,Green Chilli,Green Chilly,1200,1300,1250
Uttar Pradesh,Etawah,Jasvantnagar,Green Peas,Green Peas,600,700,650
Uttar Pradesh,Etawah,Jasvantnagar,Guava,Guava,900,1000,950
Uttar Pradesh,Etawah,Jasvantnagar,Potato,Desi,300,450,400
Uttar Pradesh,Etawah,Jasvantnagar,Pumpkin,Pumpkin,500,600,550
Uttar Pradesh,Etawah,Jasvantnagar,Raddish,Raddish,450,550,500
Uttar Pradesh,Etawah,Jasvantnagar,Tomato,Hybrid,650,750,700
Uttar Pradesh,Farukhabad,Kamlaganj,Maize,Yellow,1600,1700,1650
Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,400,450,430
Uttar Pradesh,Farukhabad,Kamlaganj,Wheat,Dara,1850,1900,1870
Uttar Pradesh,Fatehpur,Bindki,Potato,Potato,400,550,490
Uttar Pradesh,Fatehpur,Kishunpur,Gur(Jaggery),Other,2400,2600,2500
Uttar Pradesh,Fatehpur,Kishunpur,Paddy(Dhan)(Common),Common,1600,1900,1750
Uttar Pradesh,Fatehpur,Kishunpur,Wheat,Dara,1800,2100,1950
Uttar Pradesh,Gautam Budh Nagar,Javer,Brinjal,Other,0,650,600
Uttar Pradesh,Gautam Budh Nagar,Javer,Cabbage,Cabbage,0,600,500
Uttar Pradesh,Gautam Budh Nagar,Javer,Carrot,Carrot,0,500,400
Uttar Pradesh,Gautam Budh Nagar,Javer,Green Chilli,Green Chilly,0,1000,900
Uttar Pradesh,Gautam Budh Nagar,Javer,Potato,Potato,0,600,500
